place_name,description,formatted_address,rating,user_ratings_total,types,geometry_lat,geometry_lng,google_map_url
ヤマハスタジアム,"### ヤマハスタジアムの魅力✨  
・選手と観客の距離が近く、臨場感たっぷりの観戦体験  
・陸上トラックがないため、一体感が抜群  
・キッチンカーが多彩で、試合前のグルメ探しが楽しい  

### こんな人におすすめ：  
・スポーツ観戦を間近で楽しみたい人  
・地元チームを応援したい人  
・試合前後においしい食事を満喫したい人  

### 留意点：  
・西日対策として帽子やサングラスを持参するのがおすすめ  
・駐車場は少し遠めでもスムーズに出られる場所を選ぶと便利  

ヤマハスタジアムはコンパクトながらも迫力ある試合が楽しめる最高のスポーツ観戦スポットです！ぜひ訪れてみてください。",日本、〒438-0025 静岡県磐田市新貝２５００,4.2,1888.0,"stadium, point_of_interest, establishment",34.7252248,137.875152,https://www.google.com/maps/place/?q=place_id:ChIJIWeYpqvlGmARMwKId8KDjU4
cafe kalon,"**Cafe Kalon**  
魅力ポイント✨  
・アンティーク調の落ち着いた雰囲気でおしゃれな空間  
・ボリューム満点のランチセット（オムライス＋スープ＋サラダ＋パスタ＋アイス）  
・ケーキが豊富で、ドリンク付きセットがお得  

こんな人におすすめ：  
・ゆったり静かに過ごしたい方  
・レトロでおしゃれなカフェが好きな方  
・ランチやスイーツをたっぷり楽しみたい方  

留意点：  
・人気店なので事前予約がおすすめ  

磐田観光の合間にぴったりの癒しスポットです！",日本、〒438-0078 静岡県磐田市中泉１２７５−３ 1275番地3,5.0,1.0,"cafe, store, food, point_of_interest, establishment",34.7154887,137.8478875,https://www.google.com/maps/place/?q=place_id:ChIJIbZ9YwDlGmARWnGKEpfKXHU
ぬくもりの森,"✨魅力ポイント✨  
・ジブリやムーミンの世界を彷彿とさせる絵本のような異世界空間  
・個性的で可愛い建物が並ぶフォトジェニックスポット  
・お洒落な雑貨店やスイーツ店、レストランが充実  
・入場料500円で楽しめるコスパの良さ  

こんな人におすすめ：  
・可愛い雑貨やスイーツが好きな人  
・写真映えする観光地を探している人  
・ゆっくりデートや友人とお洒落な時間を過ごしたい人  

🌟ポイント🌟  
建物の細部まで作り込まれたデザインやカメラ台のある撮影ポイントで、特別な写真が撮れます！犬連れの方も一部エリアで一緒に楽しめますよ🐾",日本、〒431-1115 静岡県浜松市中央区和地町２９４９,3.8,2186.0,"tourist_attraction, amusement_park, point_of_interest, establishment",34.76534170000001,137.6573018,https://www.google.com/maps/place/?q=place_id:ChIJIxdJrREnG2ARlcBZBf_jjhk
浜名梱包輸送シルクロード・ミュージアム,"### 浜名梱包輸送シルクロード・ミュージアムの紹介

**魅力ポイント✨**  
・豪農の古民家を活用した趣ある建物と美しい庭園  
・シルクロードの文化や歴史を感じる貴重な美術品の展示  
・スタッフによる丁寧な解説＆スマホで楽しめるQRコード案内  
・無料Wi-Fi完備で便利♪  

**こんな人におすすめ：**  
・歴史や美術に興味がある  
・静かで落ち着いた場所でゆっくり過ごしたい  
・他では触れられない貴重な展示品を間近で見たい  

天竜二俣駅周辺の観光スポットと併せて訪れるのもおすすめ！",日本、〒438-0111 静岡県磐田市上野部８８８,4.2,135.0,"tourist_attraction, museum, point_of_interest, establishment",34.8495875,137.836437,https://www.google.com/maps/place/?q=place_id:ChIJJ161QXweG2ARNzJpQIXdVhM
磐田市香りの博物館,"✨魅力ポイント✨  
・香水作り体験で自分だけの香りを調合  
・葉っぱの切り絵展で圧倒的な精巧さを鑑賞  
・おしゃれな建物と可愛いお土産コーナー  

こんな人におすすめ：  
・アートや香りが好きな方  
・気軽に立ち寄れる観光スポットを探している方  

磐田市香りの博物館は、香りとアートが融合したユニークな体験型施設。館内では香水作り体験や、繊細な「葉っぱの切り絵展」を楽しめます。おしゃれな雰囲気の中で、新しい発見や感動が待っていますよ！",日本、〒438-0821 静岡県磐田市立野２０１９−１５,3.8,527.0,"museum, tourist_attraction, point_of_interest, establishment",34.7154536,137.8196101,https://www.google.com/maps/place/?q=place_id:ChIJJ35HuuvmGmARk7RNEC1lKL8
jiro,"✨魅力ポイント✨  
・選べる贅沢ランチ（パスタ、肉料理、魚料理など）  
・焼きたてパンや映えるスイーツも充実  
・フレーバーバブルの演出が楽しい＆SNS映え間違いなし！  
・個室あり＆広々とした落ち着いた空間  

🍽こんな人におすすめ🍽  
・友達や家族と特別な時間を過ごしたい  
・おしゃれで美味しいランチやディナーを楽しみたい  
・記念日を祝いたい  

🌟メモ🌟  
・予約するとスムーズ  
・誕生日やサプライズの相談もOK！",日本、〒438-0017 静岡県磐田市安久路１丁目10−１,4.5,27.0,"restaurant, point_of_interest, food, establishment",34.7218671,137.8701337,https://www.google.com/maps/place/?q=place_id:ChIJJ65RuQ3lGmARpda_wPCxWjQ
井口製菓（有）,"魅力ポイント✨  
・絶品の「粟餅」や「栗蒸し羊羹」など、こだわりの和菓子が豊富  
・高級感のあるカステラや季節限定の五色すあまも人気  
・店内には季節に合わせた和雑貨コーナーがあり、観るだけでも楽しめる  

こんな人におすすめ：  
・地元ならではの伝統的なスイーツを味わいたい  
・お土産やプレゼントに特別感のある和菓子を探している  
・和雑貨が好きで、可愛いアイテムに目がない  

観光やお祭りの際にはぜひ立ち寄って、磐田の魅力を味わってみてください！",日本、〒438-0086 静岡県磐田市見付２６６３,4.5,10.0,"store, point_of_interest, establishment",34.726849,137.8589789,https://www.google.com/maps/place/?q=place_id:ChIJJTq00TnkGmARIHjHAIDh9tk
Cafe処すず木,"魅力ポイント✨  
・アンティーク調で落ち着いた店内  
・季節限定のクリームソーダや具沢山のパスタ＆ドライカレーが人気  
・12時までの来店でたまごサンドのサービスも！  

こんな人におすすめ：  
・磐田市民文化会館近くでランチを探している方  
・ボリューム満点のランチや美味しいケーキを楽しみたい方  

Cafe処すず木は、心温まる気遣いと美味しい料理で地元常連さんにも愛される隠れ家カフェ。ランチやスイーツを楽しみながら、ゆったりとした時間を過ごせますよ！",日本、〒438-0822 静岡県磐田市上本郷１００６−７ プレイスライフ １０５,4.4,69.0,"cafe, store, food, point_of_interest, establishment",34.7105718,137.8202234,https://www.google.com/maps/place/?q=place_id:ChIJJflmpO3mGmAR8lU3axebRFg
炭火つぼ焼きいも ふみ屋,"魅力ポイント✨  
・壺でじっくり焼き上げた焼き芋は甘くてしっとり、蜜がたっぷり！  
・冷凍焼き芋の自販機も併設でいつでも購入可能  
・価格は一本380円と良心的でサイズや味も満足度◎  

こんな人におすすめ：  
・地元の美味しいものを探しているグルメ好き  
・手軽にお土産を買いたい観光客  
・焼き芋好きで一度食べたら忘れられない味を求める人  

留意点：  
・焼きたての焼き芋は平日14時、休日13時以降に販売開始  
・冷凍焼き芋は自販機で24時間購入可能",日本、〒438-0804 静岡県磐田市加茂１２５６,4.8,11.0,"restaurant, food, point_of_interest, establishment",34.7373954,137.8214215,https://www.google.com/maps/place/?q=place_id:ChIJJyKMzWfhGmARguqJsXuozRI
ポポラート,"魅力ポイント✨  
・モチモチ食感の生パスタやジューシーなハンバーグが人気  
・リーズナブルにイタリアンを楽しめるコスパ良好なお店  
・広々とした駐車場でアクセスも便利  

こんな人におすすめ：  
・気軽に美味しいイタリアンを楽しみたい方  
・友達や家族とゆっくり食事をしたい方  

磐田市でイタリアンと言えば「ポポラート」！生パスタの美味しさが評判で、ベーコンやドリンクサラダセットもおすすめ。観光やお出かけのランチスポットとしてぜひ訪れてみてください！",日本、〒438-0086 静岡県磐田市見付１８４５−１２,3.9,204.0,"restaurant, food, point_of_interest, establishment",34.7378742,137.859261,https://www.google.com/maps/place/?q=place_id:ChIJKQVoThTkGmARPe_bUa5Yqa0
シュヴァルツ カッツ,"🌟魅力ポイント✨  
・まるで物語の中に迷い込んだようなアンティーク調の店内と美しいお庭  
・素材の旨味を引き出した繊細な料理（前菜＋メインの「ツヴァイプレート」がおすすめ）  
・シェフの丁寧な料理説明と温かいおもてなし  

🍴こんな人におすすめ：  
・特別な日やゆったりと贅沢な時間を過ごしたい方  
・美味しい料理とおしゃれな雰囲気を楽しみたい方  

📌ポイント：  
・ランチもディナーも予約がおすすめ  
・デザートやドリンクセットで満足感UP！",日本、〒438-0067 静岡県磐田市草崎９２３−２,4.6,71.0,"restaurant, food, point_of_interest, establishment",34.6935873,137.8234543,https://www.google.com/maps/place/?q=place_id:ChIJKVHs82fmGmAR2T6n--7Fzco
ステーキハウス今之浦,"魅力ポイント✨  
・目の前の鉄板で焼き上げるライブ感が楽しめるステーキハウス  
・国産牛の甘みと柔らかさ、オージービーフの赤身の深い味わいが絶品  
・ランチセットにはサラダやドリンク付きで満足度抜群  

こんな人におすすめ：  
・焼きたてのステーキを目でも楽しみたい  
・家族や友人と特別な時間を過ごしたい  
・アットホームな接客を求める方  

予約がおすすめ！落ち着いた雰囲気で、磐田市観光のランチやディナーにぴったりです。",日本、〒438-0071 静岡県磐田市今之浦４丁目２１−９,4.2,113.0,"restaurant, food, point_of_interest, establishment",34.7238503,137.8578951,https://www.google.com/maps/place/?q=place_id:ChIJKV_8MTfkGmARRjiBg8h3-Jw
24Cafe,静岡県磐田市にある隠れ家カフェ「24Cafe」は、心落ち着くアンティーク調の店内で、美味しい手作りメニューが楽しめるお店🍴。旬のフルーツを贅沢に使ったパフェや、ほんのり甘い卵焼きサンド、ヘルシーな雑穀米のタコライスなど、どれも大満足の味✨。店主さんが一人で丁寧に調理しているため、予約がおすすめ！一人でも気軽に立ち寄れる柔らかい雰囲気が魅力で、観光の合間にほっと一息つきたい時にぴったりです☕。,日本、〒438-0805 静岡県磐田市池田４２５−３,4.2,63.0,"cafe, store, food, point_of_interest, establishment",34.7340927,137.8166088,https://www.google.com/maps/place/?q=place_id:ChIJKYNH6szmGmAR1bP2jZfpyW4
カフェやまと磐田店,"### カフェやまと磐田店の紹介

魅力ポイント✨  
・朝から選べる豊富なモーニングメニュー  
・分厚いトーストや季節限定ハニートーストが大人気  
・広々とした店内で、ソファ席や好きな席でリラックス  
・併設のコインランドリーで洗濯中にカフェタイムも楽しめる  

こんな人におすすめ：  
・朝からしっかり食べたい方  
・友達や家族とゆっくり過ごしたい方  
・雑貨好きや癒しの空間が好きな方  

洗濯も心もリフレッシュできる、地元で愛されるカフェです！",日本、〒438-0026 静岡県磐田市西貝塚５４５,4.3,51.0,"cafe, store, food, point_of_interest, establishment",34.7096383,137.8651198,https://www.google.com/maps/place/?q=place_id:ChIJK_Pi5DblGmAR7o-juidHfns
洋菓子GRIMM,"【洋菓子GRIMM（磐田市）】  
魅力ポイント✨  
・なめらかで絶品のチーズケーキが人気！期間限定のショコラチーズケーキもおすすめ  
・小ぶりながら濃厚なシュークリームや贈り物にぴったりな焼き菓子も充実  
・店員さんの笑顔と丁寧な対応で気持ちよく過ごせる  

こんな人におすすめ：  
・地元の隠れた名スイーツを楽しみたい  
・手土産やギフトを探している  
・落ち着いた空間でケーキタイムを満喫したい  

磐田市を訪れたら、洋菓子GRIMMで至福のスイーツ体験を✨",日本、〒438-0834 静岡県磐田市森下８１−２,4.2,5.0,"bakery, store, food, point_of_interest, establishment",34.7223374,137.8228026,https://www.google.com/maps/place/?q=place_id:ChIJKayyCQDnGmARGWUtydxbAZM
やっほーカフェ,"魅力ポイント✨  
・古民家を利用した温かみのある空間  
・元保育士さん＆ベビーシッターも在籍で子育て相談OK  
・ランチセットや居酒屋メニューも充実！  
・子連れイベントや女子会にも対応  

こんな人におすすめ：  
・小さなお子様連れのママさん  
・地域の人と繋がりたい方  
・ほっこりした古民家カフェでのんびり過ごしたい方  

静岡県磐田市の「やっほーカフェ」は、2023年11月にオープンした古民家カフェ。子育て経験豊富なスタッフがいるため、親子連れにも安心♪Instagramでイベント情報をチェックして、つつじ公園散策とセットで楽しむのもおすすめです！",日本、〒438-0086 静岡県磐田市見付２３４２−１,4.3,3.0,"cafe, food, point_of_interest, establishment",34.7301489,137.8572293,https://www.google.com/maps/place/?q=place_id:ChIJL3Z32inlGmARiHpdUh_F2cA
道,"✨魅力ポイント✨  
・新鮮な生しらすやカニクリームコロッケが味わえる絶品ランチ  
・ふわとろのだし巻き玉子は感動の美味しさ！  
・ボリューム満点で家庭的な優しい味わい  
・ヤマハスタジアム近く！サッカーファン必見の選手サインも多数  

🎯こんな人におすすめ：  
・お腹いっぱい美味しい定食を楽しみたい人  
・地元食材を使った家庭的な味を味わいたい人  
・サッカー観戦ついでに立ち寄りたい人  

駐車場あり＆女性同士でも入りやすいアットホームな雰囲気です！",日本、〒438-0017 静岡県磐田市安久路２丁目２１−１,3.8,89.0,"restaurant, food, point_of_interest, establishment",34.7246188,137.8721911,https://www.google.com/maps/place/?q=place_id:ChIJL7kGf03kGmAR-IOe2sKI0uA
スウィートキッチン,"魅力ポイント✨  
・ブラジル料理＆スイーツが楽しめる異国情緒あふれるお店  
・パステルなど揚げ物やミルクケーキなど珍しいメニューが豊富  
・フレンドリーな外国人スタッフが日本語対応で安心  

こんな人におすすめ：  
・異文化を体験したい若者や観光客  
・甘さ控えめのスイーツが好きな人  
・お手頃価格でランチやカフェタイムを楽しみたい  

留意点：  
・テイクアウトも充実！家族連れにも嬉しいトランポリン付きの広々空間",日本、〒437-1202 静岡県磐田市豊浜８７５−２,4.6,41.0,"cafe, bakery, food, point_of_interest, store, establishment",34.6788133,137.9039201,https://www.google.com/maps/place/?q=place_id:ChIJLwKudvvvGmARw9wR04i5UBc
ぐらんまにえ,"魅力ポイント✨  
・住宅街の奥に佇む隠れ家風ケーキショップ  
・手作りケーキが種類豊富でどれもお手頃価格  
・モンブランやチーズケーキなど甘さ控えめで絶品  
・おしゃれなラッピング対応も可能  

こんな人におすすめ：  
・静岡旅行でスイーツ巡りを楽しみたい  
・隠れ家風の癒し空間でほっと一息つきたい  

手入れされた緑に囲まれた「ぐらんまにえ」は、地元でも評判のスイーツ店。丁寧に作られたケーキは見た目も味も◎で、手土産にも喜ばれること間違いなし！PayPay対応で便利です♪",日本、〒438-0071 静岡県磐田市今之浦１丁目５−１１,4.6,56.0,"food, point_of_interest, store, establishment",34.7154773,137.8642223,https://www.google.com/maps/place/?q=place_id:ChIJM3ZoxrXlGmARk0CeVrSDtOA
小國神社,"魅力ポイント✨  
・静岡屈指のパワースポット！遠江国一宮として歴史ある神社  
・四季折々の自然が美しい参道と立派な社殿  
・隣接する「ことまち横丁」で名物りんご飴やお団子、地元茶を満喫  

こんな人におすすめ：  
・自然に癒されたい方  
・御朱印集めや歴史好きな方  
・家族や友人と楽しい時間を過ごしたい方  

留意点：  
・紅葉や初詣シーズンは混雑するので早めの到着がおすすめ  
・アクセスはナビを活用すると安心  

小國神社で心も体もリフレッシュ！ぜひ訪れてみてください♪",日本、〒437-0226 静岡県周智郡森町一宮３９５６−１,4.4,4644.0,"tourist_attraction, place_of_worship, point_of_interest, establishment",34.8467673,137.8995156,https://www.google.com/maps/place/?q=place_id:ChIJM4VZKGEdG2ARJENUvNNBKAQ
シイキ写真館 磐田本店,"魅力ポイント✨  
・歴史ある建物をリノベーションしたお洒落なスタジオ  
・緑豊かな庭や自然光を活かした撮影が魅力  
・衣装の種類が豊富で納得のいく選び方ができる  

こんな人におすすめ：  
・家族の記念日や特別な瞬間を写真に残したい  
・プロのスタッフによる親切で丁寧な対応を求める人  

留意点：  
・蚊が気になる季節は虫除け対策がおすすめ  

シイキ写真館磐田本店は、静かな環境でリラックスしながら撮影が楽しめるフォトスタジオ。高品質なアルバムやデータプランで、特別な思い出を美しく残せます！無料駐車場も完備で安心。",日本、〒438-0086 静岡県磐田市見付２９２３,4.8,385.0,"point_of_interest, establishment",34.7246371,137.8542151,https://www.google.com/maps/place/?q=place_id:ChIJM5-9kDrkGmAR3xc6D7aYd9s
Namakemono Kitchen,"✨魅力ポイント✨  
・ログハウス風の隠れ家カフェバル  
・和洋中の創作料理が絶品！特に自家製ドレッシングのサラダが人気  
・ランチもディナーもお財布に優しい価格設定  

🎯こんな人におすすめ🎯  
・ほっと一息つける居心地の良い空間が好き  
・どのメニューを選んでも外れがないお店を探している  
・気さくな店主との会話を楽しみたい  

💡留意点💡  
・人気店のため予約がおすすめ（InstagramのDMで可能）  
・駐車場は軽自動車向けなので乗り合わせが便利  

観光や地元散策の途中に立ち寄りたい、磐田市の隠れた名店です♪",日本、〒438-0086 静岡県磐田市見付１３７８−５,4.8,25.0,"restaurant, food, point_of_interest, establishment",34.73079240000001,137.8613549,https://www.google.com/maps/place/?q=place_id:ChIJM7plnvTlGmARIagdQVt2GsA
かじゅあるキッチン 姫家,"魅力ポイント✨  
・磐田市の隠れ家カフェ  
・野菜たっぷり＆ボリューム満点のランチプレート  
・絶品サバーニャが人気！週替わりメニューも楽しめる  
・アットホームな空間でリラックス  

こんな人におすすめ：  
・静かにゆっくり過ごしたい  
・子ども連れで安心して食事を楽しみたい  
・おばあちゃんの家のような温かな雰囲気が好き  

留意点：  
・予約するとスムーズ",日本、〒437-1204 静岡県磐田市福田中島７９７−２,4.7,15.0,"cafe, food, point_of_interest, establishment",34.6781716,137.8761108,https://www.google.com/maps/place/?q=place_id:ChIJMUJ-HWbvGmARal8f9NfmOKc
SAYA SWEETS GARAGE,"**SAYA SWEETS GARAGE**（静岡県磐田市）  
魅力ポイント✨  
・ふわふわ＆しっとりの絶品シフォンケーキ  
・甘さ控えめのショートケーキや季節のタルトが楽しめる  
・テラス席でおしゃれにスイーツタイム  

こんな人におすすめ：  
・おいしいスイーツを探している方  
・手土産やちょっと贅沢な自分へのご褒美に  
・天気の良い日にのんびり過ごしたい  

ふわふわ食感のシフォンケーキが大人気！テラス席で磐田市の爽やかな空気を感じながら、至福のスイーツタイムをどうぞ。家族や友人へのお土産にもぴったりです。",日本、〒437-1203 静岡県磐田市福田３１０１−１,3.8,11.0,"food, point_of_interest, store, establishment",34.6777639,137.8901363,https://www.google.com/maps/place/?q=place_id:ChIJMWoorZnvGmARylSRrVrDAAA
火の国 磐田今之浦店,"🔥火の国 磐田今之浦店🔥

魅力ポイント✨  
・炭火焼きで楽しむ本格焼肉  
・ロボット配膳＆スマホ注文で快適な食事体験  
・半個室でリラックスできる雰囲気  

こんな人におすすめ：  
・焼肉好きで特にレバーが好きな方  
・最新技術を使ったユニークな食事体験を楽しみたい方  

特にレバーは絶品で、血生臭さがなくジューシーで疲労回復におすすめ！どハマりする美味しさです✨観光の合間に、美味しいお肉をリーズナブルに楽しめるお店としてぜひ訪れてみてください！",日本、〒438-0071 静岡県磐田市今之浦３丁目１１−２,4.2,272.0,"restaurant, food, point_of_interest, establishment",34.7199296,137.8585993,https://www.google.com/maps/place/?q=place_id:ChIJMxiYazTkGmAR8vpawf8QB_k
ラトリエ・ドゥ・マリエ,"✨大聖堂のチャペルで特別なひとときを✨  
「ラトリエ・ドゥ・マリエ」は、ステンドグラスが輝く大聖堂のチャペルや白を基調とした華やかな披露宴会場が魅力の結婚式場です。長いバージンロードや大理石の反射が新郎新婦の姿を一層引き立て、特別な瞬間を演出します。さらに、美味しい料理やドリンク、スタッフの温かいおもてなしが特別な一日を彩ります。訪れるだけで幸せな気持ちになれる空間です。観光の合間に結婚式場の見学もおすすめ！",日本、〒438-0073 静岡県磐田市二之宮東４−５,4.2,73.0,"clothing_store, food, point_of_interest, store, establishment",34.7150107,137.8576646,https://www.google.com/maps/place/?q=place_id:ChIJN3hVYcvlGmARlvxAVo1FpoM
魚彦,"魅力ポイント✨  
・新鮮で美味しい海鮮丼や天丼が楽しめる  
・選べるセットメニューでデザートや小鉢も絶品  
・和の落ち着いた雰囲気で個室もあり、のんびりできる  

こんな人におすすめ：  
・新鮮なお刺身や天ぷらが好き  
・ゆったり食事を楽しみたい  
・和風モダンな雰囲気のお店を探している  

磐田市の住宅街に佇む隠れ家「魚彦」。絶品の海鮮丼やボリューム満点の天丼が観光客にも大人気！セットメニューは小鉢やデザートも充実しており、彩り豊かな一皿に心もお腹も満たされます。個室も完備で、ゆっくりくつろぎたい方にぴったりです！",日本、〒438-0078 静岡県磐田市中泉４丁目４−１４,4.2,77.0,"restaurant, food, point_of_interest, establishment",34.7132497,137.855141,https://www.google.com/maps/place/?q=place_id:ChIJNQ4K_szlGmARJCiDKwpZNd8
コメダ珈琲店 磐田今之浦店,"魅力ポイント✨  
・モーニングセットが超お得！朝7時から営業でトースト＋ゆで卵がついてくる  
・クラシック音楽が流れる落ち着いた店内でリラックスできる  
・愛知発祥の人気チェーン店で安定したサービスと味  

こんな人におすすめ：  
・早起きして観光前に朝食を取りたい方  
・ゆったりした時間を過ごしたい方  
・地元の人気店をチェックしたい観光客  

磐田市観光の合間に立ち寄れる便利な喫茶店。駐車場も広くアクセス良好なので、ぜひ訪れてみてください！",日本、〒438-0071 静岡県磐田市今之浦２丁目８−１１,3.7,429.0,"cafe, store, food, point_of_interest, establishment",34.7174608,137.8618389,https://www.google.com/maps/place/?q=place_id:ChIJNUGOpsrlGmARtQ8FrVATxt0
茶間亭,"魅力ポイント✨  
・落ち着いた和モダンな雰囲気の掘りごたつ席や個室完備  
・盛り付けが美しい本格和食を堪能  
・コース料理もコスパ抜群、締めのメニューまで充実  

こんな人におすすめ：  
・特別な記念日や送別会など大切な人とのひとときを過ごしたい  
・目でも舌でも楽しむお料理が好き  

茶間亭は、静岡県磐田市の隠れ家的な和モダンレストラン。暖簾をくぐると、心地よい空間と優しいおもてなしが待っています。ランチやディナー、女子会、記念日にもぴったり！予約して訪れるのがおすすめです✨",日本、〒438-0044 静岡県磐田市大泉町４−５,4.4,61.0,"restaurant, food, point_of_interest, establishment",34.7013826,137.852469,https://www.google.com/maps/place/?q=place_id:ChIJNW1DYQnlGmARL49cPt2yEdc
Runs,"魅力ポイント✨  
・本格派カレーが楽しめる洋食店  
・ランズカレー＆タイカレーの「ハーフ＆ハーフ」が人気！  
・スパイスの香り漂うおしゃれな店内  

こんな人におすすめ：  
・いろんな味を楽しみたいカレー好き  
・静かで落ち着いた食事をしたい観光客や地元の方  

磐田市の隠れた名店「Runs」では、こだわりのスパイスで作られたカレーやオムライスをリーズナブルに楽しめます。愛想の良いスタッフが迎えるアットホームな空間は、ちょっとした休憩にもぴったり。駐車場情報や予約も事前確認がおすすめです！",日本、〒438-0834 静岡県磐田市森下30−４ RISEマンション 1F,4.6,24.0,"restaurant, point_of_interest, food, establishment",34.7242305,137.8211617,https://www.google.com/maps/place/?q=place_id:ChIJNePXnoPnGmARsZQ6LsAymJ0
niko,"魅力ポイント✨  
・アンティーク調のおしゃれな店内が魅力  
・ボリューム満点のランチセット（オムライス＋スープ＋サラダ＋パスタ＋アイス）  
・手作りケーキが豊富でドリンク付きセットもコスパ抜群  

こんな人におすすめ：  
・レトロな雰囲気を楽しみたい方  
・静かで落ち着いた空間でゆっくり過ごしたい方  

磐田市のカフェ「niko」は、アンティークなインテリアとこだわりの料理で特別な時間を提供。セットメニューの満足感は抜群で、デザート好きにはケーキセットが大人気！観光の途中に立ち寄るのにもぴったりです。予約がおすすめですよ！",日本、〒438-0026 静岡県磐田市西貝塚３３３５−９,3.0,4.0,"store, food, point_of_interest, establishment",34.7243409,137.8741329,https://www.google.com/maps/place/?q=place_id:ChIJOVDVwlLkGmART_4V3Fg1EYA
24スイーツショップ 磐田店,"### 魅力ポイント✨  
・全国の有名スイーツを24時間購入可能！  
・可愛いインテリアでワクワクする店内  
・現金＆キャッシュレス対応で便利  

### こんな人におすすめ：  
・深夜や好きな時間にスイーツを楽しみたい  
・手土産や自分へのご褒美を探している  
・実物を見て選びたいスイーツ好き  

### 説明文：  
磐田市にある「24スイーツショップ 磐田店」は、全国の有名スイーツを24時間いつでも楽しめる無人販売店。冷凍スイーツが中心で、手土産にもピッタリ！店内は可愛いインテリアで、選ぶ時間も楽しいひとときに。現金＆キャッシュレス決済対応で便利なので、ふらっと立ち寄りや深夜のおやつタイムに最適です。駐車場も完備しているので観光ついでにぜひ訪れてみてください！",日本、〒438-0017 静岡県磐田市安久路２丁目1−１,3.8,16.0,"restaurant, food, point_of_interest, establishment",34.7189063,137.8702842,https://www.google.com/maps/place/?q=place_id:ChIJOySkWTnlGmARYtz7RVuDQ5o
キッチン コクウ,"【キッチン コクウ】磐田市の隠れ家カフェ🌿  

魅力ポイント✨  
・木の温もりあふれる、まるでジブリの世界のようなほっこり空間  
・絶品オムライスはふわとろ卵＆濃厚デミグラスソースが自慢  
・ハンバーグやリゾットも大好評！おしゃれで満足感たっぷりのランチ  

こんな人におすすめ🍴  
・静かにゆっくり食事を楽しみたい  
・美味しい洋食を求めるグルメな方  
・写真映えより「味」にこだわりたい人  

静かで落ち着いた雰囲気の中、心温まる一皿をぜひ楽しんでみてください♪",日本、〒438-0075 静岡県磐田市天龍１１５４,3.1,153.0,"restaurant, food, point_of_interest, establishment",34.7050683,137.8434635,https://www.google.com/maps/place/?q=place_id:ChIJP1aZEdblGmARrf5fgARUEto
竜洋袖浦公園,"魅力ポイント✨  
・実際のF-86F戦闘機を間近で見学＆触れる！🚀  
・日本庭園風の池や散策路でリラックス🌿  
・子どもも楽しめる遊具が充実🎠  

こんな人におすすめ：  
・戦闘機や歴史に興味がある  
・家族や友人とゆったり過ごしたい  
・地元の穴場スポットを探している  

竜洋袖浦公園は、戦闘機展示や歴史を感じる趣深い公園。駐車場・トイレも完備で、気軽に訪問できる隠れた名所です！昆虫公園が混雑している際の選択肢としても◎。",日本、〒438-0216 静岡県磐田市飛平松１２５−１,3.8,144.0,"park, tourist_attraction, point_of_interest, establishment",34.6693184,137.8270112,https://www.google.com/maps/place/?q=place_id:ChIJPSJ5iR7mGmARCSRr_qH37HI
豊田香りの公園,"🌸魅力ポイント✨  
・四季折々の花々と緑が織りなす癒しの空間  
・広々とした芝生エリアでピクニックにも最適  
・香りの博物館に隣接し、ハーブ園やカフェも充実  

🚶‍♀️こんな人におすすめ：  
・自然の中でリフレッシュしたい方  
・家族や友人とゆったり過ごしたい方  
・香りやハーブが好きな方  

豊田香りの公園は、静岡県磐田市で心身を癒せるスポット。色とりどりの花の香りに包まれながら、散策やピクニックを楽しめます。近隣の香りの博物館でカフェや香りグッズも堪能できますよ♪",日本、〒438-0821 静岡県磐田市立野２０１９−１５,3.7,87.0,"park, tourist_attraction, point_of_interest, establishment",34.7153417,137.8205291,https://www.google.com/maps/place/?q=place_id:ChIJQ0SYoevmGmAR_5GGQvbTbfQ
トラスパレンテ ラルーチェ,"✨魅力ポイント✨  
・種類豊富な焼きたてパンやスイーツが楽しめる人気店  
・磐田茶スムージーなど地元ならではのドリンクも充実  
・イートインスペース＆テラス席でゆったり過ごせる  

こんな人におすすめ：  
・おしゃれなパン屋さんが好き  
・地元の味を楽しみたい若者や観光客  

磐田駅北口から徒歩5分、ジュビロード沿いにある「トラスパレンテ ラルーチェ」。パンはハード系から甘い系まで幅広く揃い、モーニングセットやランチも充実。緑茶が香る「磐田茶スムージー」や人気のチョコスコーンは必見です！駐車場も広く、朝から賑わうおしゃれスポットです。",日本、〒438-0078 静岡県磐田市中泉３９９−３,4.0,229.0,"bakery, food, point_of_interest, store, establishment",34.7132698,137.8518566,https://www.google.com/maps/place/?q=place_id:ChIJQ5ZztBflGmARDIdEqYTlxDw
スタジオアクス磐田,"✨魅力ポイント✨  
・多彩な着物やドレスが選べる特別な撮影体験  
・チャペルやガーデンを利用した結婚式場ならではの華やかなロケーション撮影  
・プロカメラマンの丁寧な対応で、大切な瞬間を美しく残せる  

🎯こんな人におすすめ🎯  
・成人式や七五三など一生の思い出を写真に残したい方  
・お子さまに特別な体験をさせたい方  
・家族で楽しく撮影を楽しみたい方  

📸特別な日に、家族の笑顔が輝く思い出作りを「スタジオアクス磐田」で叶えてみませんか？",日本、〒438-0073 静岡県磐田市二之宮東４−５,5.0,6.0,"point_of_interest, establishment",34.7147086,137.8577568,https://www.google.com/maps/place/?q=place_id:ChIJQ9c3IsDlGmARbLtpGnQBkpw
